Age,Gender,Annual Income,Spending Score,Potensial
89,0,55,30,0
40,1,85,93,0
70,0,51,92,0
21,0,27,66,0
40,1,58,55,0
71,1,153,45,0
58,1,106,87,0
66,1,184,67,0
63,0,92,26,0
84,0,86,59,0
60,1,31,36,0
58,1,140,32,0
84,1,94,76,0
73,1,83,50,0
45,0,81,70,0
64,1,88,77,0
64,0,193,89,0
23,1,120,89,1
86,1,107,15,0
75,1,167,34,0
26,1,85,35,0
21,0,173,7,0
75,1,137,81,0
78,0,102,6,0
78,0,185,12,0
74,0,72,35,0
82,1,115,7,0
63,1,136,82,0
20,1,60,2,0
62,1,151,27,0
19,0,185,3,0
32,1,60,26,0
69,0,83,86,0
78,0,47,31,0
65,0,169,38,0
66,1,107,40,0
21,0,48,99,0
90,0,180,76,0
19,1,188,33,0
21,0,87,88,0
75,0,142,58,0
74,1,132,10,0
25,1,35,45,1
63,0,165,92,0
25,1,199,12,0
46,1,174,78,0
53,1,177,64,0
87,0,67,38,0
66,0,131,38,0
35,1,32,8,0
80,0,72,3,0
50,0,60,1,0
55,0,185,50,0
51,0,74,21,1
35,0,178,41,0
44,0,27,46,1
67,1,171,55,0
84,1,42,58,0
35,1,119,40,0
74,1,103,85,0
75,0,152,18,0
31,1,193,27,0
85,1,70,83,0
84,0,61,70,0
82,1,158,23,0
62,0,37,67,0
83,1,91,57,0
49,0,120,64,0
24,0,80,8,0
76,0,161,38,0
35,1,148,76,0
39,0,195,50,0
50,1,73,23,1
33,1,187,83,0
37,0,87,50,0
52,1,187,95,0
78,1,92,73,0
49,0,170,79,0
31,0,193,71,0
22,1,144,19,0
82,1,82,77,0
82,0,128,28,0
44,0,181,57,0
54,0,162,44,0
64,1,126,91,0
33,1,149,76,0
87,0,128,25,0
48,1,102,46,0
31,0,74,78,0
18,0,137,43,0
73,0,60,99,0
19,1,151,44,0
67,1,34,42,1
33,1,167,59,0
79,1,30,92,0
32,0,138,38,0
90,0,60,3,0
49,1,121,75,1
34,0,70,20,0
27,1,131,3,0
89,1,165,57,0
72,0,57,77,0
89,0,113,18,0
55,0,96,85,0
23,0,66,15,1
77,0,177,31,0
57,1,66,54,0
53,1,38,4,0
84,0,195,95,0
71,0,168,78,0
65,0,191,43,0
43,0,91,28,0
51,0,165,14,0
30,0,70,91,0
39,0,24,24,1
31,0,93,100,0
45,1,140,40,0
60,0,160,30,0
39,1,54,91,0
76,1,26,12,0
19,1,189,48,0
76,1,160,69,0
62,0,59,32,0
29,1,168,8,0
89,0,155,19,0
32,0,93,89,0
90,1,43,78,0
87,0,198,99,0
84,1,85,28,0
84,0,80,92,0
40,1,159,70,0
19,1,188,65,0
80,0,77,70,0
72,0,150,12,0
59,1,135,8,0
67,1,148,67,0
18,0,52,70,0
69,1,173,77,0
26,0,37,92,0
64,1,70,60,0
22,0,41,67,0
82,1,59,96,0
32,0,100,73,0
25,0,165,14,0
36,0,66,49,1
18,0,186,81,0
88,1,150,11,0
70,0,42,53,0
64,1,120,38,0
58,0,125,69,0
30,0,38,14,0
29,1,183,93,0
49,1,183,7,0
21,1,72,84,1
66,0,32,2,0
75,1,50,35,0
86,1,160,49,0
73,1,35,42,0
50,0,107,25,0
63,0,99,51,0
41,0,113,55,1
63,1,168,77,0
46,1,21,11,0
51,1,92,60,0
23,0,174,76,0
89,0,176,79,0
76,0,56,85,0
59,1,161,53,0
41,0,75,90,0
62,0,145,55,0
85,1,41,5,0
35,1,35,94,0
38,0,23,85,0
49,0,27,43,1
64,1,50,69,0
42,1,50,39,0
65,1,61,59,0
81,0,182,9,0
77,1,76,21,0
27,0,31,52,1
48,0,81,98,0
40,1,114,13,1
90,0,150,37,0
63,0,73,7,0
49,1,95,16,0
53,0,112,66,0
45,0,59,73,0
44,0,61,5,0
52,0,144,87,0
40,0,112,15,1
41,1,123,87,1
84,0,115,4,0
33,0,176,21,0
82,1,164,92,0
90,1,82,5,0
46,0,160,4,0
43,1,116,2,0
81,1,39,62,0
29,0,140,69,0
40,1,109,93,0
37,0,151,37,0
75,1,189,57,0
34,0,146,95,0
55,0,154,26,0
78,0,95,6,0
86,0,111,80,0
74,1,55,7,0
46,1,31,13,1
83,0,31,10,0
38,0,56,52,0
68,1,166,94,0
79,1,101,31,0
48,0,112,13,1
34,0,114,15,0
63,1,148,1,0
46,0,135,61,0
50,0,168,66,0
71,0,57,17,0
85,1,90,98,0
75,0,65,13,0
30,0,27,44,0
75,1,33,96,0
65,0,48,72,0
18,0,155,97,0
49,0,78,95,0
78,0,103,29,0
25,1,69,18,1
43,1,162,85,0
74,0,87,22,0
43,0,29,16,1
76,1,128,38,0
44,0,53,60,0
25,0,123,51,1
36,1,143,61,0
66,0,32,57,1
59,0,126,54,0
88,1,183,88,0
60,0,70,51,1
30,0,188,2,0
61,0,95,73,0
45,1,41,40,0
41,0,180,11,0
20,1,190,96,0
52,1,28,12,0
86,0,69,51,0
21,0,66,36,0
81,0,174,92,0
31,0,191,14,0
81,1,48,66,0
56,1,145,17,0
23,1,196,80,0
64,1,109,29,0
90,0,147,78,0
44,0,38,38,0
18,1,151,62,0
77,0,71,14,0
29,1,63,93,0
59,1,158,41,0
60,0,168,17,0
46,0,180,49,0
34,0,195,23,0
76,0,54,52,0
28,1,116,22,1
71,0,176,11,0
53,1,195,8,0
85,0,110,4,0
34,0,58,91,0
29,1,52,37,0
21,0,89,6,0
42,0,142,56,0
67,0,44,18,0
66,0,99,81,0
89,0,127,63,0
35,1,21,39,0
50,1,61,68,0
36,0,169,72,0
53,0,53,47,0
30,1,172,5,0
52,1,89,77,0
19,1,129,5,0
59,0,88,14,0
84,1,25,70,0
77,1,185,10,0
75,1,198,1,0
37,1,169,67,0
30,1,114,60,0
79,1,190,80,0
79,0,140,49,0
30,1,102,50,0
41,0,141,100,0
52,1,38,78,1
72,1,42,96,0
31,1,146,12,0
52,1,43,89,0
57,0,88,6,0
28,1,94,74,0
57,0,137,3,0
71,1,123,57,1
26,0,109,88,0
27,0,110,91,0
30,0,84,30,0
47,0,132,63,0
89,0,38,3,0
51,1,154,67,0
24,0,36,44,1
43,1,43,29,0
67,1,139,85,0
36,0,196,20,0
41,0,141,70,0
54,1,139,53,0
77,0,116,1,0
70,0,62,86,1
73,0,71,87,0
72,1,118,63,0
28,1,112,89,0
59,0,27,3,0
83,0,57,15,0
58,0,168,7,0
32,0,20,54,0
51,0,31,11,0
89,1,165,21,0
51,0,173,32,0
65,0,120,3,0
74,0,169,37,0
22,1,200,59,0
53,0,26,91,0
84,1,48,3,0
78,1,73,78,0
78,0,106,2,0
60,0,193,77,0
63,0,76,60,0
26,1,60,64,0
66,1,92,95,0
42,1,104,43,0
38,1,192,42,0
76,0,135,19,0
27,1,62,6,0
19,1,83,84,0
47,1,26,44,1
86,1,141,59,0
23,0,36,91,0
78,1,25,61,0
76,0,143,84,0
18,1,65,27,0
49,1,59,97,0
68,0,156,25,0
86,0,167,51,0
68,1,71,30,0
21,1,70,41,0
32,0,24,68,0
32,1,80,85,0
79,0,189,28,0
45,0,199,63,0
75,1,193,18,0
58,0,74,60,0
61,0,74,14,1
70,0,95,15,0
20,0,190,58,0
50,1,113,96,0
38,1,142,33,0
33,1,91,67,0
86,0,166,64,0
39,1,26,60,0
41,0,102,51,0
86,0,176,29,0
34,0,172,32,0
45,1,155,68,0
31,1,148,25,0
70,1,168,55,0
75,0,60,67,0
25,1,87,30,0
48,1,121,90,0
56,1,200,91,0
51,0,131,71,0
35,1,131,85,0
62,0,103,98,0
63,1,147,55,0
72,1,152,25,0
63,0,141,57,0
47,0,62,82,1
21,1,150,3,0
39,0,131,26,0
90,0,176,76,0
63,1,146,92,0
77,1,75,92,0
74,0,76,4,0
44,0,94,16,0
35,0,108,56,0
50,1,74,53,1
54,1,98,63,0
76,0,171,13,0
19,1,191,8,0
38,1,65,81,1
82,0,191,76,0
46,1,44,34,0
50,1,77,9,0
75,0,194,63,0
78,0,27,79,0
89,0,99,85,0
18,0,78,1,0
74,1,33,92,0
63,0,172,82,0
74,0,136,66,0
65,1,126,16,1
22,0,81,90,0
74,0,189,78,0
50,0,87,65,0
66,1,28,51,1
69,1,182,97,0
34,0,192,1,0
44,0,182,18,0
55,0,175,8,0
84,1,101,41,0
80,1,72,57,0
75,0,35,30,0
53,0,170,96,0
62,0,41,45,1
86,0,122,74,0
24,1,144,5,0
70,1,64,78,1
70,1,126,15,1
73,0,54,85,0
89,0,103,57,0
34,1,144,32,0
86,0,110,61,0
72,1,190,49,0
34,0,91,8,0
75,0,49,42,0
27,0,186,18,0
58,0,35,12,0
71,0,141,71,0
47,0,128,41,0
24,0,184,47,0
24,1,139,7,0
57,0,134,34,0
69,0,49,31,0
85,1,37,20,0
66,0,175,51,0
70,0,85,50,0
56,0,59,66,0
81,0,66,74,0
77,0,31,98,0
33,0,30,63,0
35,0,110,24,0
33,1,158,77,0
22,1,160,56,0
88,1,120,24,0
61,0,57,85,0
78,1,55,72,0
83,0,174,45,0
49,0,26,56,1
64,1,138,83,0
26,1,37,27,1
43,1,47,64,0
47,0,30,73,1
34,1,181,12,0
62,0,150,76,0
83,1,142,55,0
23,1,145,18,0
26,0,70,30,0
22,1,159,93,0
86,1,162,16,0
75,1,93,66,0
77,0,111,43,0
41,0,181,45,0
90,1,89,65,0
54,0,181,35,0
56,1,158,43,0
73,0,40,39,0
26,1,140,1,0
58,1,114,90,0
74,1,121,84,0
30,0,163,55,0
33,1,156,66,0
81,0,107,54,0
37,1,136,42,0
60,0,48,24,0
31,0,132,26,0
58,0,58,38,0
35,1,34,43,0
25,0,95,19,0
21,0,24,43,1
76,1,46,22,0
53,0,160,52,0
31,1,64,63,0
56,0,111,11,0
52,1,86,99,0
32,1,107,36,0
46,1,75,17,1
37,0,59,61,0
78,1,103,49,0
34,0,199,91,0
42,1,33,91,0
25,1,161,100,0
21,0,120,78,1
71,1,82,78,0
53,1,69,22,1
68,1,118,7,0
35,1,170,9,0
18,1,143,2,0
31,1,114,6,0
68,0,123,12,1
69,1,150,43,0
58,1,189,33,0
72,1,162,85,0
51,1,194,59,0
20,1,130,87,0
83,1,134,78,0
47,0,123,99,0
60,1,91,26,0
31,1,196,77,0
40,0,48,12,0
21,0,93,41,0
86,1,76,97,0
43,1,80,71,0
25,1,184,60,0
30,0,136,79,0
50,0,58,88,0
50,1,166,44,0
45,0,98,18,0
77,1,43,100,0
61,0,84,19,0
80,0,144,14,0
78,1,54,14,0
26,0,59,72,0
72,0,162,97,0
21,1,129,61,0
49,0,165,74,0
29,0,163,22,0
83,1,138,19,0
76,0,60,84,0
51,0,142,27,0
46,1,119,28,1
34,0,79,13,0
32,1,118,9,0
62,0,51,5,0
50,0,180,50,0
68,0,53,100,0
84,0,187,57,0
20,1,191,10,0
86,1,73,70,0
29,0,122,65,0
29,1,168,50,0
40,0,175,69,0
89,0,154,78,0
77,1,151,73,0
83,1,196,74,0
86,0,49,17,0
35,0,50,23,0
27,0,49,18,0
71,0,59,40,0
50,0,86,35,0
71,0,190,51,0
87,1,125,75,0
89,0,164,83,0
75,0,80,6,0
56,1,49,44,0
39,0,21,81,1
78,1,95,19,0
72,1,44,25,0
86,0,135,14,0
87,1,34,48,0
57,1,92,39,0
31,1,69,14,0
85,1,51,67,0
18,0,98,60,0
77,0,139,36,0
21,1,142,38,0
80,1,24,96,0
53,0,123,19,1
79,1,66,21,0
58,1,80,44,0
63,1,68,52,1
90,1,39,6,0
76,1,58,9,0
27,1,63,45,1
45,0,120,7,0
48,1,177,24,0
33,0,158,22,0
47,0,121,52,1
74,1,182,42,0
81,1,74,28,0
55,0,97,92,0
71,0,189,83,0
67,0,198,65,0
24,1,85,8,0
54,1,34,71,0
21,1,42,52,1
38,0,89,77,0
42,1,141,8,0
46,0,151,72,0
83,1,153,48,0
86,0,134,30,0
79,0,165,38,0
27,0,170,42,0
57,1,72,83,0
51,1,195,38,0
19,1,180,71,0
42,0,25,17,1
20,0,132,69,0
38,0,126,95,0
83,1,172,10,0
39,0,191,7,0
23,1,104,60,0
59,1,182,33,0
72,1,127,89,0
36,0,148,46,0
35,0,117,80,0
36,0,157,72,0
55,0,92,7,0
86,1,157,42,0
75,0,190,8,0
21,0,184,80,0
73,0,21,82,0
69,0,103,9,0
56,0,127,56,0
49,0,119,1,0
39,0,164,31,0
42,0,180,39,0
21,0,171,28,0
28,0,189,24,0
84,1,87,21,0
33,0,122,14,0
36,1,25,1,0
85,0,104,45,0
31,1,53,14,0
78,1,125,34,0
87,0,31,19,0
32,1,116,63,0
40,0,182,73,0
33,1,182,46,0
65,1,135,24,0
50,0,106,29,0
23,1,152,29,0
22,1,60,65,0
30,1,31,57,0
46,1,154,43,0
51,0,22,33,0
26,0,147,52,0
33,0,196,65,0
56,1,134,30,0
31,1,96,89,0
20,0,63,56,1
57,0,94,39,0
60,1,128,33,0
18,0,126,36,0
39,0,116,23,1
54,0,104,12,0
86,0,31,49,0
42,1,26,43,1
87,0,109,31,0
53,1,119,64,0
31,1,194,27,0
86,1,163,74,0
59,0,56,99,0
62,1,54,35,0
44,0,198,50,0
41,1,66,66,0
80,0,125,16,0
77,0,131,46,0
40,1,65,39,0
48,1,73,96,0
63,1,36,95,0
45,0,60,38,0
46,1,163,75,0
78,0,175,59,0
85,1,86,67,0
89,0,113,65,0
36,0,20,32,0
51,1,158,72,0
22,1,119,22,1
19,0,68,47,1
22,1,194,24,0
51,0,65,56,1
33,0,59,42,0
29,0,70,95,0
63,1,158,99,0
60,0,94,87,0
44,0,104,66,0
67,1,153,4,0
65,1,123,48,1
32,1,158,81,0
79,1,166,67,0
53,1,76,65,0
89,0,81,12,0
72,0,134,82,0
49,1,96,74,0
55,0,72,71,0
50,1,153,64,0
45,0,111,7,0
89,1,169,17,0
26,1,130,26,1
67,0,67,22,1
41,0,117,3,0
40,0,84,35,0
61,0,185,15,0
84,0,119,69,0
59,1,67,45,0
81,0,193,59,0
80,0,148,4,0
36,0,167,77,0
78,1,140,14,0
75,1,164,66,0
80,1,174,55,0
88,0,34,22,0
86,0,175,34,0
67,0,144,96,0
59,0,97,54,0
89,1,150,84,0
75,0,80,5,0
77,1,126,7,0
26,1,20,38,0
52,1,95,29,0
64,0,157,36,0
47,1,193,63,0
85,1,92,26,0
67,0,50,92,0
25,0,29,97,0
49,1,21,65,0
88,1,142,94,0
43,0,75,38,0
19,1,159,98,0
49,1,96,85,0
32,0,37,53,0
33,0,64,26,0
26,0,32,75,1
76,0,105,53,0
47,1,192,17,0
72,1,94,42,0
53,0,165,84,0
21,1,77,45,1
89,0,188,21,0
36,0,150,69,0
64,1,140,27,0
65,1,52,67,0
50,0,181,59,0
70,0,110,22,1
54,0,74,49,1
62,0,185,65,0
75,1,160,67,0
40,0,200,45,0
52,1,71,11,0
28,1,66,32,0
22,0,101,66,0
35,0,137,68,0
25,1,40,38,0
87,0,80,32,0
29,1,58,47,1
55,0,113,59,0
54,0,134,21,0
37,1,100,5,0
43,1,124,74,1
38,0,59,42,0
25,0,98,9,0
19,1,176,6,0
86,1,42,96,0
34,0,42,50,0
70,1,83,96,0
45,0,67,18,1
30,0,75,91,0
70,0,155,88,0
37,0,169,27,0
61,0,37,72,0
41,1,39,18,1
53,0,112,2,0
84,0,85,83,0
35,1,47,34,0
49,0,20,61,0
30,1,74,74,0
49,0,141,15,0
87,0,87,32,0
73,1,101,96,0
62,0,145,15,0
67,0,166,19,0
49,0,61,26,1
68,1,117,37,0
45,0,36,92,0
57,1,48,34,0
57,1,172,70,0
45,1,78,77,1
26,1,136,91,0
47,0,182,5,0
26,0,177,1,0
80,0,187,74,0
88,1,71,69,0
74,0,176,77,0
81,0,171,71,0
88,0,139,58,0
31,0,193,41,0
42,1,43,92,0
72,0,97,9,0
35,1,133,15,0
18,0,159,12,0
75,1,51,32,0
80,0,154,95,0
56,1,182,99,0
57,1,94,59,0
35,0,105,96,0
43,0,63,84,1
76,0,39,35,0
65,1,162,13,0
52,0,95,84,0
69,1,78,37,0
85,0,88,88,0
70,0,131,92,0
59,1,96,8,0
24,0,176,85,0
50,1,107,10,0
38,0,25,68,0
26,1,167,43,0
38,1,30,71,0
69,0,178,58,0
23,0,190,99,0
34,1,198,96,0
57,1,46,77,0
79,0,124,97,0
88,0,105,22,0
54,0,34,32,0
42,0,21,39,0
89,0,33,62,0
32,1,88,44,0
68,0,128,36,0
47,1,40,40,0
42,1,181,90,0
23,1,94,71,0
85,0,144,61,0
40,1,109,42,0
66,0,100,39,0
82,0,150,82,0
57,0,126,40,0
55,1,180,23,0
46,1,33,84,1
31,1,52,23,0
33,0,104,77,0
48,1,171,88,0
70,0,173,3,0
59,0,126,13,0
88,1,169,23,0
24,1,46,76,0
49,0,95,5,0
54,1,126,67,0
90,1,30,100,0
34,0,100,62,0
45,0,155,61,0
85,0,115,18,0
26,0,111,57,1
73,0,23,57,0
65,1,93,69,0
54,0,66,92,0
57,0,59,76,0
52,0,160,58,0
90,1,59,14,0
85,1,193,24,0
40,0,35,11,0
23,1,152,47,0
46,1,67,43,1
67,1,85,20,0
61,1,58,74,0
41,1,94,6,0
22,0,136,91,0
51,0,168,72,0
64,0,78,71,0
41,0,158,21,0
76,1,143,71,0
72,1,65,39,0
82,1,152,7,0
30,0,78,33,0
74,1,132,53,0
72,0,152,75,0
32,0,80,81,0
69,1,159,33,0
51,0,173,13,0
23,0,178,47,0
45,0,155,76,0
28,0,154,87,0
64,1,154,30,0
73,1,85,5,0
37,1,96,25,0
73,0,186,21,0
60,0,122,55,1
30,0,173,56,0
42,0,175,86,0
31,1,91,49,0
21,0,27,89,0
66,1,180,93,0
89,0,77,68,0
22,1,30,78,1
78,1,187,8,0
31,0,177,24,0
60,1,48,22,0
47,0,25,17,1
43,0,156,79,0
25,0,103,20,0
26,0,149,85,0
59,1,118,11,0
33,1,101,31,0
25,0,93,78,0
75,0,161,72,0
62,0,52,59,0
51,1,54,78,0
38,0,165,32,0
57,0,199,66,0
21,0,44,11,0
58,0,81,40,0
64,1,67,91,0
86,1,88,64,0
24,1,38,4,0
61,1,107,17,0
80,1,78,23,0
22,1,150,86,0
35,0,106,57,0
38,1,28,90,0
58,0,91,96,0
20,1,119,16,1
74,1,200,25,0
85,0,22,78,0
25,1,100,14,0
22,1,76,87,1
56,1,121,80,0
60,0,54,26,0
71,1,43,46,0
56,0,55,31,0
30,1,30,87,0
42,0,128,72,0
27,1,68,50,1
64,1,137,72,0
61,1,46,67,0
39,1,178,85,0
58,0,129,71,0
29,1,116,98,0
26,1,75,98,0
34,1,184,29,0
36,1,58,94,0
90,1,185,10,0
38,1,76,42,0
59,0,79,81,0
79,1,79,86,0
63,0,128,90,0
18,0,137,25,0
21,1,128,6,0
70,0,111,64,0
44,0,199,50,0
62,0,82,39,0
58,1,102,24,0
21,0,192,29,0
69,0,20,15,1
77,0,21,13,0
58,0,21,21,0
28,1,160,41,0
69,0,167,98,0
88,1,137,39,0
75,1,195,81,0
37,0,81,59,0
19,0,96,66,0
60,1,185,35,0
39,0,122,92,0
56,0,67,50,0
77,0,78,74,0
88,0,174,71,0
43,1,117,84,1
50,0,83,28,0
23,1,187,67,0
46,0,90,88,0
66,1,92,95,0
55,1,57,79,0
50,1,167,19,0
82,1,198,80,0
56,1,176,53,0
56,0,22,71,0
46,1,59,70,0
44,1,143,75,0
58,1,124,84,0
73,0,25,78,1
51,1,195,94,0
25,0,111,30,0
51,1,111,95,0
37,1,117,33,0
60,1,80,92,0
41,1,69,49,1
60,1,107,15,0
64,1,105,44,0
60,0,148,99,0
85,0,160,17,0
62,0,181,67,0
43,0,156,23,0
57,1,157,17,0
90,1,48,54,0
47,1,33,80,1
77,1,173,75,0
64,1,40,11,0
34,0,71,62,0
85,1,105,62,0
66,0,86,20,0
30,0,186,61,0
29,0,43,22,0
75,1,40,91,0
85,0,182,1,0
55,1,71,43,0
55,0,130,67,0
28,0,47,18,0
23,1,62,66,0
41,1,197,17,0
76,1,154,10,0
89,1,135,24,0
44,1,42,87,0
75,0,191,97,0
82,0,160,44,0
89,0,95,58,0
52,1,51,5,0
38,1,30,8,0
60,0,24,70,0
36,1,25,32,0
42,0,37,98,0
46,0,136,2,0
66,1,28,68,0
39,0,164,83,0
52,1,138,64,0
55,1,161,10,0
70,1,164,36,0
33,0,74,71,0
53,0,164,8,0
22,0,75,95,0
69,0,125,54,1
57,0,118,34,0
56,0,91,93,0
77,0,136,47,0
29,0,172,5,0
88,0,66,2,0
56,0,116,14,0
51,0,105,57,0
18,1,149,89,0
30,1,165,3,0
33,1,132,51,0
71,1,34,36,0
31,1,153,9,0
37,0,46,63,0
69,1,185,1,0
29,1,129,12,0
55,1,134,63,0
90,0,63,35,0
33,1,128,36,0
49,1,60,78,1
42,1,44,12,0
23,1,80,19,1
59,1,133,56,0
78,1,141,36,0
29,1,46,16,0
30,1,82,71,0
32,1,138,96,0
74,1,195,92,0
35,0,168,42,0
78,1,48,28,0
76,0,188,92,0
56,1,41,40,0
72,0,72,88,0
88,1,100,40,0
61,1,47,62,0
86,1,178,28,0
85,0,91,33,0
49,1,34,12,1
42,0,141,72,0
59,0,176,95,0
63,1,176,71,0
60,1,51,81,0
25,1,103,90,0
35,1,48,15,0
49,0,101,39,0
73,0,86,57,0
19,0,84,87,0
86,1,32,9,0
27,1,174,66,0
53,1,146,100,0
22,1,99,99,0
28,0,83,19,1
58,0,34,78,0
56,0,134,53,0
68,1,29,64,0
82,1,101,61,0
61,0,54,99,0
70,1,139,45,0
32,1,38,100,0
30,1,160,100,0
72,0,187,84,0
31,1,32,28,0
71,1,122,81,1
32,1,164,26,0
47,1,190,33,0
79,1,127,38,0
86,1,168,3,0
88,0,89,41,0
51,0,46,89,0
74,1,112,9,0
26,1,96,79,0
42,0,138,59,0
56,1,79,26,0
21,0,125,62,0
19,1,119,59,0
89,1,41,94,0
45,1,51,100,0
36,1,98,17,0
51,1,184,43,0
52,0,69,58,0
27,0,169,71,0
20,0,37,96,0
34,1,101,72,0
25,0,87,97,0
54,0,149,24,0
69,1,129,50,1
24,0,145,8,0
27,0,176,2,0
35,1,93,25,0
69,0,106,91,0
47,0,96,94,0
34,0,95,93,0
54,0,180,34,0
76,1,108,64,0
44,0,133,73,0
20,1,199,81,0
76,0,170,75,0
42,0,41,29,0
81,0,97,91,0
53,1,51,1,0
44,1,141,46,0
85,0,84,84,0
18,0,183,84,0
72,1,200,33,0
63,1,66,100,0
49,1,118,6,0
56,0,189,25,0
48,1,196,69,0
78,1,104,40,0
27,1,38,10,0
30,0,123,24,0
67,1,192,95,0
74,1,181,58,0
32,0,66,45,0
34,0,135,21,0
38,1,23,36,0
58,1,117,40,0
67,1,32,39,0
18,0,57,30,0
29,0,39,34,0
48,1,96,61,0
80,1,104,86,0
37,0,45,15,0
49,0,33,61,0
75,0,45,47,0
28,1,35,62,0
48,1,94,8,0
77,0,199,12,0
48,0,53,65,0
40,1,104,18,0
51,0,132,92,0
33,0,121,34,0
47,0,183,67,0
83,1,193,19,0
32,1,171,24,0
66,1,90,68,0
87,0,56,52,0
67,0,142,63,0
47,0,54,33,0
36,0,138,13,0
83,1,148,84,0
76,1,195,81,0
85,0,99,63,0
59,1,74,28,0
78,0,54,99,0
73,1,159,76,0
67,1,106,76,0
50,0,32,79,1
78,0,22,84,0
27,1,189,27,0
19,0,87,82,0
58,1,92,44,0
30,0,69,69,0
18,1,145,98,0
72,1,119,40,0
87,1,146,74,0
51,0,146,56,0
23,1,131,92,0
65,0,51,7,0
51,1,67,37,0
65,0,149,43,0
32,1,87,78,0
36,0,90,20,0
32,0,61,30,0
79,0,98,6,0
34,1,105,64,0
45,0,65,49,1
69,1,64,37,0
28,1,21,70,0
54,0,35,65,0
56,1,109,28,0
51,1,20,57,0
37,0,38,43,0
58,0,159,59,0
38,0,57,62,0
58,1,36,33,0
84,1,180,87,0
21,1,186,12,0
52,1,23,93,0
72,0,146,81,0
82,0,165,56,0
63,0,39,14,1
42,0,22,98,0
78,0,144,69,0
82,1,51,22,0
37,1,173,60,0
89,1,33,95,0
56,1,36,3,0
24,1,98,17,0
85,0,175,30,0
79,1,90,76,0
58,1,63,99,0
21,0,134,21,0
28,1,94,42,0
55,0,71,32,0
83,0,186,89,0
62,1,144,17,0
18,0,84,39,0
57,0,39,92,0
19,1,117,13,1
87,0,159,82,0
56,0,144,80,0
90,0,150,28,0
28,0,180,49,0
75,1,26,40,0
27,1,61,36,0
58,1,158,56,0
60,1,155,77,0
40,1,45,100,0
54,1,196,30,0
69,0,108,31,0
48,0,40,10,0
71,1,179,45,0
52,0,138,38,0
32,0,50,36,0
65,1,91,36,0
23,1,73,44,1
88,1,161,20,0
66,0,129,45,1
46,1,171,47,0
22,1,63,61,0
86,1,200,73,0
48,0,24,52,1
63,1,75,74,1
48,1,53,75,0
18,1,135,87,0
85,0,31,27,0
85,1,73,29,0
22,0,100,50,0
23,0,57,78,1
69,0,21,33,0
79,0,122,53,0
58,1,67,75,0
62,1,169,5,0
82,0,102,84,0
42,1,52,36,0
18,1,104,65,0
19,0,32,8,0
44,1,82,64,0
22,0,58,36,0
68,0,91,14,0
21,1,183,62,0
61,1,65,60,0
21,0,129,68,0
57,0,106,62,0
20,1,77,6,0
65,0,147,93,0
66,0,118,61,0
25,0,168,20,0
60,1,128,66,0
41,0,131,25,0
32,1,125,38,0
31,1,55,14,0
75,1,22,89,0
41,1,161,19,0
69,0,35,54,1
22,1,111,15,1
39,0,131,87,0
67,0,41,73,0
19,0,41,7,0
53,0,49,63,0
36,0,152,24,0
52,0,84,66,0
72,1,162,30,0
40,0,65,19,1
41,0,196,81,0
47,0,176,57,0
50,0,143,32,0
41,0,140,60,0
70,0,174,58,0
87,1,168,32,0
28,1,30,16,1
18,1,198,24,0
32,0,41,21,0
29,0,154,93,0
32,0,121,3,0
26,1,41,20,1
75,0,78,47,0
62,0,29,16,1
58,0,74,97,0
89,0,193,77,0
38,1,58,37,0
29,1,162,49,0
89,1,178,68,0
46,1,187,89,0
73,0,76,36,0
33,0,96,79,0
69,0,185,13,0
45,0,92,42,0
73,1,175,98,0
73,1,100,59,0
61,1,85,57,0
80,0,60,50,0
53,0,43,92,0
51,1,68,42,0
69,1,42,31,0
52,1,143,71,0
24,1,188,90,0
58,1,135,31,0
20,1,82,7,0
36,0,52,78,0
22,0,105,76,0
19,1,70,76,1
34,0,199,50,0
41,0,179,89,0
64,1,138,41,0
55,1,133,79,0
31,1,86,80,0
58,1,109,75,0
64,1,142,90,0
57,0,180,78,0
73,1,187,15,0
37,1,31,36,0
40,1,195,10,0
80,1,193,95,0
51,0,191,28,0
22,1,93,85,0
63,0,181,76,0
53,0,151,55,0
27,1,178,39,0
22,0,151,92,0
75,0,195,27,0
51,1,190,48,0
43,0,151,7,0
74,0,39,7,0
25,1,143,44,0
40,0,142,30,0
25,0,113,58,1
24,0,177,38,0
53,0,173,21,0
63,1,43,65,0
80,0,132,62,0
89,0,52,97,0
84,1,64,51,0
28,1,100,21,0
24,1,56,54,0
62,0,40,7,0
69,0,138,71,0
41,0,148,96,0
51,0,46,91,0
50,0,107,71,0
30,0,30,62,0
33,1,138,78,0
18,0,165,73,0
84,0,151,7,0
20,0,39,44,0
83,0,182,21,0
46,1,145,68,0
20,1,78,33,0
77,0,123,4,0
63,1,191,65,0
75,0,54,20,0
29,1,102,51,0
18,1,134,73,0
33,1,24,14,0
55,0,154,30,0
42,0,64,65,0
27,0,33,44,1
63,1,30,81,1
67,1,143,38,0
73,1,171,68,0
71,1,99,35,0
41,1,24,3,0
67,1,193,98,0
71,1,124,17,1
72,1,22,61,0
78,0,142,20,0
72,1,166,10,0
82,1,144,27,0
18,1,190,96,0
60,0,53,70,0
46,0,147,36,0
68,0,173,46,0
48,1,36,77,1
88,1,188,60,0
